Operation: R17, Current Value: 67, Part1: 0, Part2: 0
Operation: L55, Current Value: 0, Part1: 928, Part2: 5607
Operation: R946, Current Value: 46, Part1: 928, Part2: 5616
Operation: L56, Current Value: 90, Part1: 928, Part2: 5617
Operation: R82, Current Value: 72, Part1: 928, Part2: 5618
Operation: R923, Current Value: 95, Part1: 928, Part2: 5627
Operation: R5, Current Value: 0, Part1: 929, Part2: 5628
Operation: R25, Current Value: 25, Part1: 929, Part2: 5628
Operation: R72, Current Value: 97, Part1: 929, Part2: 5628
Operation: L33, Current Value: 64, Part1: 929, Part2: 5628
Operation: L64, Current Value: 0, Part1: 930, Part2: 5628
Operation: L90, Current Value: 10, Part1: 930, Part2: 5629
Operation: R6, Current Value: 16, Part1: 930, Part2: 5629
Operation: R3, Current Value: 19, Part1: 930, Part2: 5629
Operation: R81, Current Value: 0, Part1: 931, Part2: 5630
Operation: R1, Current Value: 1, Part1: 931, Part2: 5630
Operation: R99, Current Value: 0, Part1: 932, Part2: 5631
Operation: R1, Current Value: 1, Part1: 932, Part2: 5631
Operation: L820, Current Value: 81, Part1: 932, Part2: 5640
Operation: R30, Current Value: 11, Part1: 932, Part2: 5641
Operation: L11, Current Value: 0, Part1: 933, Part2: 5641
Operation: L38, Current Value: 62, Part1: 933, Part2: 5642
Operation: R671, Current Value: 33, Part1: 933, Part2: 5649
Operation: L88, Current Value: 45, Part1: 933, Part2: 5650
Operation: R87, Current Value: 32, Part1: 933, Part2: 5651
Operation: L37, Current Value: 95, Part1: 933, Part2: 5652
Operation: L95, Current Value: 0, Part1: 934, Part2: 5652
Operation: L58, Current Value: 42, Part1: 934, Part2: 5653
Operation: L46, Current Value: 96, Part1: 934, Part2: 5654
Operation: R4, Current Value: 0, Part1: 935, Part2: 5655
Operation: L84, Current Value: 16, Part1: 935, Part2: 5656
Operation: L16, Current Value: 0, Part1: 936, Part2: 5656
Operation: L64, Current Value: 36, Part1: 936, Part2: 5657
Operation: R59, Current Value: 95, Part1: 936, Part2: 5657
Operation: R5, Current Value: 0, Part1: 937, Part2: 5658
Operation: R30, Current Value: 30, Part1: 937, Part2: 5658
Operation: L30, Current Value: 0, Part1: 938, Part2: 5658
Operation: R33, Current Value: 33, Part1: 938, Part2: 5658
Operation: L96, Current Value: 37, Part1: 938, Part2: 5659
Operation: R61, Current Value: 98, Part1: 938, Part2: 5659
Operation: L98, Current Value: 0, Part1: 939, Part2: 5659
Operation: R775, Current Value: 75, Part1: 939, Part2: 5666
Operation: R25, Current Value: 0, Part1: 940, Part2: 5667
Operation: L69, Current Value: 31, Part1: 940, Part2: 5668
Operation: L767, Current Value: 64, Part1: 940, Part2: 5676
Operation: L64, Current Value: 0, Part1: 941, Part2: 5676
Operation: R89, Current Value: 89, Part1: 941, Part2: 5676
Operation: L89, Current Value: 0, Part1: 942, Part2: 5676
Operation: R58, Current Value: 58, Part1: 942, Part2: 5676
Operation: R87, Current Value: 45, Part1: 942, Part2: 5677
Operation: L80, Current Value: 65, Part1: 942, Part2: 5678
Operation: R65, Current Value: 30, Part1: 942, Part2: 5679
Operation: L47, Current Value: 83, Part1: 942, Part2: 5680
Operation: L74, Current Value: 9, Part1: 942, Part2: 5680
Operation: R65, Current Value: 74, Part1: 942, Part2: 5680
Operation: L31, Current Value: 43, Part1: 942, Part2: 5680
Operation: R79, Current Value: 22, Part1: 942, Part2: 5681
Operation: L27, Current Value: 95, Part1: 942, Part2: 5682
Operation: L95, Current Value: 0, Part1: 943, Part2: 5682
Operation: L40, Current Value: 60, Part1: 943, Part2: 5683
Operation: R40, Current Value: 0, Part1: 944, Part2: 5684
Operation: R71, Current Value: 71, Part1: 944, Part2: 5684
Operation: L59, Current Value: 12, Part1: 944, Part2: 5684
Operation: R66, Current Value: 78, Part1: 944, Part2: 5684
Operation: R22, Current Value: 0, Part1: 945, Part2: 5685
Operation: R69, Current Value: 69, Part1: 945, Part2: 5685
Operation: R49, Current Value: 18, Part1: 945, Part2: 5686
Operation: R32, Current Value: 50, Part1: 945, Part2: 5686
Operation: L50, Current Value: 0, Part1: 946, Part2: 5686
Operation: R54, Current Value: 54, Part1: 946, Part2: 5686
Operation: R546, Current Value: 0, Part1: 947, Part2: 5692
Operation: R280, Current Value: 80, Part1: 947, Part2: 5694
Operation: R75, Current Value: 55, Part1: 947, Part2: 5695
Operation: R994, Current Value: 49, Part1: 947, Part2: 5705
Operation: R6, Current Value: 55, Part1: 947, Part2: 5705
Operation: L687, Current Value: 68, Part1: 947, Part2: 5712
Operation: R92, Current Value: 60, Part1: 947, Part2: 5713
Operation: R240, Current Value: 0, Part1: 948, Part2: 5716
Operation: L461, Current Value: 39, Part1: 948, Part2: 5721
Operation: L39, Current Value: 0, Part1: 949, Part2: 5721
Operation: L540, Current Value: 60, Part1: 949, Part2: 5727
Operation: R25, Current Value: 85, Part1: 949, Part2: 5727
Operation: L33, Current Value: 52, Part1: 949, Part2: 5727
Operation: R77, Current Value: 29, Part1: 949, Part2: 5728
Operation: L34, Current Value: 95, Part1: 949, Part2: 5729
Operation: R86, Current Value: 81, Part1: 949, Part2: 5730
Operation: L33, Current Value: 48, Part1: 949, Part2: 5730
Operation: L48, Current Value: 0, Part1: 950, Part2: 5730
Operation: R83, Current Value: 83, Part1: 950, Part2: 5730
Operation: R156, Current Value: 39, Part1: 950, Part2: 5732
Operation: R11, Current Value: 50, Part1: 950, Part2: 5732
Operation: L50, Current Value: 0, Part1: 951, Part2: 5732
Operation: L13, Current Value: 87, Part1: 951, Part2: 5733
Operation: L87, Current Value: 0, Part1: 952, Part2: 5733
Operation: L59, Current Value: 41, Part1: 952, Part2: 5734
Operation: R6, Current Value: 47, Part1: 952, Part2: 5734
Operation: L214, Current Value: 33, Part1: 952, Part2: 5736
Operation: L56, Current Value: 77, Part1: 952, Part2: 5737
Operation: L42, Current Value: 35, Part1: 952, Part2: 5737
Operation: R28, Current Value: 63, Part1: 952, Part2: 5737
Operation: L40, Current Value: 23, Part1: 952, Part2: 5737
Operation: L23, Current Value: 0, Part1: 953, Part2: 5737
Operation: L32, Current Value: 68, Part1: 953, Part2: 5738
Operation: L27, Current Value: 41, Part1: 953, Part2: 5738
Operation: R19, Current Value: 60, Part1: 953, Part2: 5738
Operation: L69, Current Value: 91, Part1: 953, Part2: 5739
Operation: L91, Current Value: 0, Part1: 954, Part2: 5739
Operation: R76, Current Value: 76, Part1: 954, Part2: 5739
Operation: L58, Current Value: 18, Part1: 954, Part2: 5739
Operation: R82, Current Value: 0, Part1: 955, Part2: 5740
Operation: L86, Current Value: 14, Part1: 955, Part2: 5741
Operation: R967, Current Value: 81, Part1: 955, Part2: 5750
Operation: L738, Current Value: 43, Part1: 955, Part2: 5757
Operation: R23, Current Value: 66, Part1: 955, Part2: 5757
Operation: R90, Current Value: 56, Part1: 955, Part2: 5758
Operation: R672, Current Value: 28, Part1: 955, Part2: 5765
Operation: L76, Current Value: 52, Part1: 955, Part2: 5766
Operation: L75, Current Value: 77, Part1: 955, Part2: 5767
Operation: L352, Current Value: 25, Part1: 955, Part2: 5770
Operation: L622, Current Value: 3, Part1: 955, Part2: 5776
Operation: L85, Current Value: 18, Part1: 955, Part2: 5777
Operation: L18, Current Value: 0, Part1: 956, Part2: 5777
Operation: L9, Current Value: 91, Part1: 956, Part2: 5778
Operation: L91, Current Value: 0, Part1: 957, Part2: 5778
Operation: L86, Current Value: 14, Part1: 957, Part2: 5779
Operation: R54, Current Value: 68, Part1: 957, Part2: 5779
Operation: L68, Current Value: 0, Part1: 958, Part2: 5779
Operation: R79, Current Value: 79, Part1: 958, Part2: 5779
Operation: L838, Current Value: 41, Part1: 958, Part2: 5787
Operation: R59, Current Value: 0, Part1: 959, Part2: 5788
Operation: L61, Current Value: 39, Part1: 959, Part2: 5789
Operation: L84, Current Value: 55, Part1: 959, Part2: 5790
Operation: R81, Current Value: 36, Part1: 959, Part2: 5791
Operation: R564, Current Value: 0, Part1: 960, Part2: 5797
Operation: R485, Current Value: 85, Part1: 960, Part2: 5801
Operation: L51, Current Value: 34, Part1: 960, Part2: 5801
Operation: R4, Current Value: 38, Part1: 960, Part2: 5801
Operation: L21, Current Value: 17, Part1: 960, Part2: 5801
Operation: L94, Current Value: 23, Part1: 960, Part2: 5802
Operation: L11, Current Value: 12, Part1: 960, Part2: 5802
Operation: L63, Current Value: 49, Part1: 960, Part2: 5803
Operation: L49, Current Value: 0, Part1: 961, Part2: 5803
Operation: R35, Current Value: 35, Part1: 961, Part2: 5803
Operation: L14, Current Value: 21, Part1: 961, Part2: 5803
Operation: L21, Current Value: 0, Part1: 962, Part2: 5803
Operation: L145, Current Value: 55, Part1: 962, Part2: 5805
Operation: L165, Current Value: 90, Part1: 962, Part2: 5807
Operation: L54, Current Value: 36, Part1: 962, Part2: 5807
Operation: L54, Current Value: 82, Part1: 962, Part2: 5808
Operation: R318, Current Value: 0, Part1: 963, Part2: 5812
Operation: L284, Current Value: 16, Part1: 963, Part2: 5815
Operation: L74, Current Value: 42, Part1: 963, Part2: 5816
Operation: R58, Current Value: 0, Part1: 964, Part2: 5817
Operation: R63, Current Value: 63, Part1: 964, Part2: 5817
Operation: R782, Current Value: 45, Part1: 964, Part2: 5825
Operation: R655, Current Value: 0, Part1: 965, Part2: 5832
Operation: L89, Current Value: 11, Part1: 965, Part2: 5833
Operation: R89, Current Value: 0, Part1: 966, Part2: 5834
Operation: L39, Current Value: 61, Part1: 966, Part2: 5835
Operation: L898, Current Value: 63, Part1: 966, Part2: 5844
Operation: L49, Current Value: 14, Part1: 966, Part2: 5844
Operation: R986, Current Value: 0, Part1: 967, Part2: 5854
Operation: R117, Current Value: 17, Part1: 967, Part2: 5855
Operation: R82, Current Value: 99, Part1: 967, Part2: 5855
Operation: R1, Current Value: 0, Part1: 968, Part2: 5856
Operation: R872, Current Value: 72, Part1: 968, Part2: 5864
Operation: R165, Current Value: 37, Part1: 968, Part2: 5866
Operation: L19, Current Value: 18, Part1: 968, Part2: 5866
Operation: R75, Current Value: 93, Part1: 968, Part2: 5866
Operation: R39, Current Value: 32, Part1: 968, Part2: 5867
Operation: L82, Current Value: 50, Part1: 968, Part2: 5868
Operation: R640, Current Value: 90, Part1: 968, Part2: 5874
Operation: R74, Current Value: 64, Part1: 968, Part2: 5875
Operation: L964, Current Value: 0, Part1: 969, Part2: 5884
Operation: L16, Current Value: 84, Part1: 969, Part2: 5885
Operation: L784, Current Value: 0, Part1: 970, Part2: 5892
Operation: L67, Current Value: 33, Part1: 970, Part2: 5893
Operation: R67, Current Value: 0, Part1: 971, Part2: 5894
Operation: R10, Current Value: 10, Part1: 971, Part2: 5894
Operation: R90, Current Value: 0, Part1: 972, Part2: 5895
Operation: R6, Current Value: 6, Part1: 972, Part2: 5895
Operation: L6, Current Value: 0, Part1: 973, Part2: 5895
Operation: R95, Current Value: 95, Part1: 973, Part2: 5895
Operation: R5, Current Value: 0, Part1: 974, Part2: 5896
Operation: L38, Current Value: 62, Part1: 974, Part2: 5897
Operation: R63, Current Value: 25, Part1: 974, Part2: 5898
Operation: L15, Current Value: 10, Part1: 974, Part2: 5898
Operation: R90, Current Value: 0, Part1: 975, Part2: 5899
Operation: R93, Current Value: 93, Part1: 975, Part2: 5899
Operation: R1, Current Value: 94, Part1: 975, Part2: 5899
Operation: R85, Current Value: 79, Part1: 975, Part2: 5900
Operation: L79, Current Value: 0, Part1: 976, Part2: 5900
Operation: L869, Current Value: 31, Part1: 976, Part2: 5909
Operation: R69, Current Value: 0, Part1: 977, Part2: 5910
Operation: L15, Current Value: 85, Part1: 977, Part2: 5911
Operation: R815, Current Value: 0, Part1: 978, Part2: 5920
Operation: L9, Current Value: 91, Part1: 978, Part2: 5921
Operation: L8, Current Value: 83, Part1: 978, Part2: 5921
Operation: L83, Current Value: 0, Part1: 979, Part2: 5921
Operation: L174, Current Value: 26, Part1: 979, Part2: 5923
Operation: L26, Current Value: 0, Part1: 980, Part2: 5923
Operation: L82, Current Value: 18, Part1: 980, Part2: 5924
Operation: R63, Current Value: 81, Part1: 980, Part2: 5924
Operation: L81, Current Value: 0, Part1: 981, Part2: 5924
Operation: L794, Current Value: 6, Part1: 981, Part2: 5932
Operation: L33, Current Value: 73, Part1: 981, Part2: 5933
Operation: R23, Current Value: 96, Part1: 981, Part2: 5933
Operation: L10, Current Value: 86, Part1: 981, Part2: 5933
Operation: R14, Current Value: 0, Part1: 982, Part2: 5934
Operation: L76, Current Value: 24, Part1: 982, Part2: 5935
Operation: R14, Current Value: 38, Part1: 982, Part2: 5935
Operation: L52, Current Value: 86, Part1: 982, Part2: 5936
Operation: R68, Current Value: 54, Part1: 982, Part2: 5937
Operation: R46, Current Value: 0, Part1: 983, Part2: 5938
Operation: L77, Current Value: 23, Part1: 983, Part2: 5939
Operation: R10, Current Value: 33, Part1: 983, Part2: 5939
Operation: R61, Current Value: 94, Part1: 983, Part2: 5939
Operation: R56, Current Value: 50, Part1: 983, Part2: 5940
Operation: L50, Current Value: 0, Part1: 984, Part2: 5940
Operation: R50, Current Value: 50, Part1: 984, Part2: 5940
Operation: L99, Current Value: 51, Part1: 984, Part2: 5941
Operation: L51, Current Value: 0, Part1: 985, Part2: 5941
Operation: L18, Current Value: 82, Part1: 985, Part2: 5942
Operation: R11, Current Value: 93, Part1: 985, Part2: 5942
Operation: L4, Current Value: 89, Part1: 985, Part2: 5942
Operation: R157, Current Value: 46, Part1: 985, Part2: 5944
Operation: R58, Current Value: 4, Part1: 985, Part2: 5945
Operation: L25, Current Value: 79, Part1: 985, Part2: 5946
Operation: R75, Current Value: 54, Part1: 985, Part2: 5947
Operation: R46, Current Value: 0, Part1: 986, Part2: 5948
Operation: R22, Current Value: 22, Part1: 986, Part2: 5948
Operation: R49, Current Value: 71, Part1: 986, Part2: 5948
Operation: R88, Current Value: 59, Part1: 986, Part2: 5949
Operation: L82, Current Value: 77, Part1: 986, Part2: 5950
Operation: L28, Current Value: 49, Part1: 986, Part2: 5950
Operation: L6, Current Value: 43, Part1: 986, Part2: 5950
Operation: R57, Current Value: 0, Part1: 987, Part2: 5951
Operation: L92, Current Value: 8, Part1: 987, Part2: 5952
Operation: L37, Current Value: 71, Part1: 987, Part2: 5953
Operation: L71, Current Value: 0, Part1: 988, Part2: 5953
Operation: R3, Current Value: 3, Part1: 988, Part2: 5953
Operation: R18, Current Value: 21, Part1: 988, Part2: 5953
Operation: R99, Current Value: 20, Part1: 988, Part2: 5954
Operation: L20, Current Value: 0, Part1: 989, Part2: 5954
Operation: L21, Current Value: 79, Part1: 989, Part2: 5955
Operation: R62, Current Value: 41, Part1: 989, Part2: 5956
Operation: L9, Current Value: 32, Part1: 989, Part2: 5956
Operation: L9, Current Value: 23, Part1: 989, Part2: 5956
Operation: R24, Current Value: 47, Part1: 989, Part2: 5956
Operation: L47, Current Value: 0, Part1: 990, Part2: 5956
Operation: L22, Current Value: 78, Part1: 990, Part2: 5957
Operation: R40, Current Value: 18, Part1: 990, Part2: 5958
Operation: R82, Current Value: 0, Part1: 991, Part2: 5959
Operation: R82, Current Value: 82, Part1: 991, Part2: 5959
Operation: L1, Current Value: 81, Part1: 991, Part2: 5959
Operation: R7, Current Value: 88, Part1: 991, Part2: 5959
Operation: R12, Current Value: 0, Part1: 992, Part2: 5960
Operation: L76, Current Value: 24, Part1: 992, Part2: 5961
Operation: R80, Current Value: 4, Part1: 992, Part2: 5962
Operation: R96, Current Value: 0, Part1: 993, Part2: 5963
Operation: L71, Current Value: 29, Part1: 993, Part2: 5964
Operation: R90, Current Value: 19, Part1: 993, Part2: 5965
Operation: R55, Current Value: 74, Part1: 993, Part2: 5965
Operation: L14, Current Value: 60, Part1: 993, Part2: 5965
Operation: L60, Current Value: 0, Part1: 994, Part2: 5965
Operation: R84, Current Value: 84, Part1: 994, Part2: 5965
Operation: L2, Current Value: 82, Part1: 994, Part2: 5965
Operation: R29, Current Value: 11, Part1: 994, Part2: 5966
Operation: L90, Current Value: 21, Part1: 994, Part2: 5967
Operation: R87, Current Value: 8, Part1: 994, Part2: 5968
Operation: L91, Current Value: 17, Part1: 994, Part2: 5969
Operation: L77, Current Value: 40, Part1: 994, Part2: 5970
Operation: R71, Current Value: 11, Part1: 994, Part2: 5971
Operation: L38, Current Value: 73, Part1: 994, Part2: 5972
Operation: L66, Current Value: 7, Part1: 994, Part2: 5972
Operation: R64, Current Value: 71, Part1: 994, Part2: 5972
Operation: R15, Current Value: 86, Part1: 994, Part2: 5972
Operation: R90, Current Value: 76, Part1: 994, Part2: 5973
Operation: R88, Current Value: 64, Part1: 994, Part2: 5974
Operation: R42, Current Value: 6, Part1: 994, Part2: 5975
Operation: L6, Current Value: 0, Part1: 995, Part2: 5975
Operation: R45, Current Value: 45, Part1: 995, Part2: 5975
Operation: R53, Current Value: 98, Part1: 995, Part2: 5975
Operation: L54, Current Value: 44, Part1: 995, Part2: 5975
Operation: R56, Current Value: 0, Part1: 996, Part2: 5976
Operation: R69, Current Value: 69, Part1: 996, Part2: 5976
Operation: R22, Current Value: 91, Part1: 996, Part2: 5976
Operation: R97, Current Value: 88, Part1: 996, Part2: 5977
Operation: R38, Current Value: 26, Part1: 996, Part2: 5978
Operation: R47, Current Value: 73, Part1: 996, Part2: 5978
Operation: L47, Current Value: 26, Part1: 996, Part2: 5978
Operation: R18, Current Value: 44, Part1: 996, Part2: 5978
Operation: L13, Current Value: 31, Part1: 996, Part2: 5978
Operation: L13, Current Value: 18, Part1: 996, Part2: 5978
Operation: R19, Current Value: 37, Part1: 996, Part2: 5978
Operation: L11, Current Value: 26, Part1: 996, Part2: 5978
Operation: R36, Current Value: 62, Part1: 996, Part2: 5978
Operation: R25, Current Value: 87, Part1: 996, Part2: 5978
Operation: L21, Current Value: 66, Part1: 996, Part2: 5978
Operation: L43, Current Value: 23, Part1: 996, Part2: 5978
Operation: R2, Current Value: 25, Part1: 996, Part2: 5978
Operation: R19, Current Value: 44, Part1: 996, Part2: 5978
